,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,Property_Area,Loan_Status,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History
273,LP001894,Male,Yes,0,Graduate,No,Semiurban,Y,2620,2223.0,150.0,360.0,1.0
274,LP001896,Male,Yes,2,Graduate,No,Semiurban,Y,3900,0.0,90.0,360.0,1.0
275,LP001900,Male,Yes,1,Graduate,No,Semiurban,Y,2750,1842.0,115.0,360.0,1.0
276,LP001903,Male,Yes,0,Graduate,No,Semiurban,Y,3993,3274.0,207.0,360.0,1.0
277,LP001904,Male,Yes,0,Graduate,No,Urban,Y,3103,1300.0,80.0,360.0,1.0
278,LP001907,Male,Yes,0,Graduate,No,Semiurban,Y,14583,0.0,436.0,360.0,1.0
279,LP001908,Female,Yes,0,Not Graduate,No,Rural,Y,4100,0.0,124.0,360.0,0.8421985815602837
280,LP001910,Male,No,1,Not Graduate,Yes,Urban,N,4053,2426.0,158.0,360.0,0.0
281,LP001914,Male,Yes,0,Graduate,No,Semiurban,Y,3927,800.0,112.0,360.0,1.0
282,LP001915,Male,Yes,2,Graduate,No,Urban,Y,2301,985.7999877999998,78.0,180.0,1.0
283,LP001917,Female,No,0,Graduate,No,Urban,Y,1811,1666.0,54.0,360.0,1.0
284,LP001922,Male,Yes,0,Graduate,No,Rural,N,20667,0.0,146.41216216216216,360.0,1.0
285,LP001924,Male,No,0,Graduate,No,Rural,Y,3158,3053.0,89.0,360.0,1.0
286,LP001925,Female,No,0,Graduate,Yes,Semiurban,N,2600,1717.0,99.0,300.0,1.0
287,LP001926,Male,Yes,0,Graduate,No,Rural,Y,3704,2000.0,120.0,360.0,1.0
288,LP001931,Female,No,0,Graduate,No,Semiurban,Y,4124,0.0,115.0,360.0,1.0
289,LP001935,Male,No,0,Graduate,No,Rural,Y,9508,0.0,187.0,360.0,1.0
290,LP001936,Male,Yes,0,Graduate,No,Rural,Y,3075,2416.0,139.0,360.0,1.0
291,LP001938,Male,Yes,2,Graduate,No,Semiurban,N,4400,0.0,127.0,360.0,0.0
292,LP001940,Male,Yes,2,Graduate,No,Urban,Y,3153,1560.0,134.0,360.0,1.0
293,LP001945,Female,No,0,Graduate,No,Urban,N,5417,0.0,143.0,480.0,0.0
294,LP001947,Male,Yes,0,Graduate,No,Semiurban,Y,2383,3334.0,172.0,360.0,1.0
295,LP001949,Male,Yes,3+,Graduate,No,Urban,Y,4416,1250.0,110.0,360.0,1.0
296,LP001953,Male,Yes,1,Graduate,No,Semiurban,Y,6875,0.0,200.0,360.0,1.0
297,LP001954,Female,Yes,1,Graduate,No,Urban,Y,4666,0.0,135.0,360.0,1.0
298,LP001955,Female,No,0,Graduate,No,Rural,N,5000,2541.0,151.0,480.0,1.0
299,LP001963,Male,Yes,1,Graduate,No,Urban,N,2014,2925.0,113.0,360.0,1.0
300,LP001964,Male,Yes,0,Not Graduate,No,Urban,N,1800,2934.0,93.0,360.0,0.0
301,LP001972,Male,Yes,0,Not Graduate,No,Semiurban,Y,2875,1750.0,105.0,360.0,1.0
302,LP001974,Female,No,0,Graduate,No,Rural,Y,5000,0.0,132.0,360.0,1.0
303,LP001977,Male,Yes,1,Graduate,No,Urban,Y,1625,1803.0,96.0,360.0,1.0
304,LP001978,Male,No,0,Graduate,No,Rural,Y,4000,2500.0,140.0,360.0,1.0
305,LP001990,Male,No,0,Not Graduate,No,Urban,N,2000,0.0,146.41216216216216,360.0,1.0
306,LP001993,Female,No,0,Graduate,No,Rural,Y,3762,1666.0,135.0,360.0,1.0
307,LP001994,Female,No,0,Graduate,No,Urban,N,2400,1863.0,104.0,360.0,0.0
308,LP001996,Male,No,0,Graduate,No,Rural,N,20233,0.0,480.0,360.0,1.0
309,LP001998,Male,Yes,2,Not Graduate,No,Rural,Y,7667,0.0,185.0,360.0,0.8421985815602837
310,LP002002,Female,No,0,Graduate,No,Semiurban,Y,2917,0.0,84.0,360.0,1.0
311,LP002004,Male,No,0,Not Graduate,No,Semiurban,Y,2927,2405.0,111.0,360.0,1.0
312,LP002006,Female,No,0,Graduate,No,Rural,Y,2507,0.0,56.0,360.0,1.0
313,LP002008,Male,Yes,2,Graduate,Yes,Rural,Y,5746,0.0,144.0,84.0,0.8421985815602837
314,LP002024,Male,Yes,0,Graduate,No,Rural,N,2473,1843.0,159.0,360.0,1.0
315,LP002031,Male,Yes,1,Not Graduate,No,Urban,Y,3399,1640.0,111.0,180.0,1.0
316,LP002035,Male,Yes,2,Graduate,No,Semiurban,Y,3717,0.0,120.0,360.0,1.0
317,LP002036,Male,Yes,0,Graduate,No,Urban,Y,2058,2134.0,88.0,360.0,0.8421985815602837
318,LP002043,Female,No,1,Graduate,No,Semiurban,Y,3541,0.0,112.0,360.0,0.8421985815602837
319,LP002050,Male,Yes,1,Graduate,Yes,Rural,N,10000,0.0,155.0,360.0,1.0
320,LP002051,Male,Yes,0,Graduate,No,Semiurban,Y,2400,2167.0,115.0,360.0,1.0
321,LP002053,Male,Yes,3+,Graduate,No,Semiurban,Y,4342,189.0,124.0,360.0,1.0
322,LP002054,Male,Yes,2,Not Graduate,No,Rural,Y,3601,1590.0,146.41216216216216,360.0,1.0
323,LP002055,Female,No,0,Graduate,No,Rural,Y,3166,2985.0,132.0,360.0,0.8421985815602837
324,LP002065,Male,Yes,3+,Graduate,No,Rural,Y,15000,0.0,300.0,360.0,1.0
325,LP002067,Male,Yes,1,Graduate,Yes,Rural,N,8666,4983.0,376.0,360.0,0.0
326,LP002068,Male,No,0,Graduate,No,Rural,Y,4917,0.0,130.0,360.0,0.0
327,LP002082,Male,Yes,0,Graduate,Yes,Semiurban,Y,5818,2160.0,184.0,360.0,1.0
328,LP002086,Female,Yes,0,Graduate,No,Urban,N,4333,2451.0,110.0,360.0,1.0
329,LP002087,Female,No,0,Graduate,No,Urban,Y,2500,0.0,67.0,360.0,1.0
330,LP002097,Male,No,1,Graduate,No,Urban,Y,4384,1793.0,117.0,360.0,1.0
331,LP002098,Male,No,0,Graduate,No,Semiurban,Y,2935,0.0,98.0,360.0,1.0
332,LP002100,Male,No,0,Graduate,No,Urban,Y,2833,0.0,71.0,360.0,1.0
333,LP002101,Male,Yes,0,Graduate,No,Urban,Y,63337,0.0,490.0,180.0,1.0
334,LP002103,Male,Yes,1,Graduate,Yes,Urban,Y,9833,1833.0,182.0,180.0,1.0
335,LP002106,Male,Yes,0,Graduate,Yes,Semiurban,Y,5503,4490.0,70.0,342.0,1.0
336,LP002110,Male,Yes,1,Graduate,No,Rural,Y,5250,688.0,160.0,360.0,1.0
337,LP002112,Male,Yes,2,Graduate,Yes,Rural,Y,2500,4600.0,176.0,360.0,1.0
338,LP002113,Female,No,3+,Not Graduate,No,Urban,N,1830,0.0,146.41216216216216,360.0,0.0
339,LP002114,Female,No,0,Graduate,No,Semiurban,Y,4160,0.0,71.0,360.0,1.0
340,LP002115,Male,Yes,3+,Not Graduate,No,Rural,N,2647,1587.0,173.0,360.0,1.0
341,LP002116,Female,No,0,Graduate,No,Rural,N,2378,0.0,46.0,360.0,1.0
342,LP002119,Male,Yes,1,Not Graduate,No,Urban,Y,4554,1229.0,158.0,360.0,1.0
343,LP002126,Male,Yes,3+,Not Graduate,No,Semiurban,Y,3173,0.0,74.0,360.0,1.0
344,LP002128,Male,Yes,2,Graduate,No,Rural,Y,2583,2330.0,125.0,360.0,1.0
345,LP002129,Male,Yes,0,Graduate,No,Semiurban,Y,2499,2458.0,160.0,360.0,1.0
346,LP002130,Male,Yes,0,Not Graduate,No,Rural,N,3523,3230.0,152.0,360.0,0.0
347,LP002131,Male,Yes,2,Not Graduate,No,Urban,Y,3083,2168.0,126.0,360.0,1.0
348,LP002137,Male,Yes,0,Graduate,No,Semiurban,Y,6333,4583.0,259.0,360.0,0.8421985815602837
349,LP002138,Male,Yes,0,Graduate,No,Rural,Y,2625,6250.0,187.0,360.0,1.0
350,LP002139,Male,Yes,0,Graduate,No,Semiurban,Y,9083,0.0,228.0,360.0,1.0
351,LP002140,Male,No,0,Graduate,No,Rural,N,8750,4167.0,308.0,360.0,1.0
352,LP002141,Male,Yes,3+,Graduate,No,Rural,Y,2666,2083.0,95.0,360.0,1.0
353,LP002142,Female,Yes,0,Graduate,Yes,Rural,N,5500,0.0,105.0,360.0,0.0
354,LP002143,Female,Yes,0,Graduate,No,Semiurban,Y,2423,505.0,130.0,360.0,1.0
355,LP002144,Female,No,0,Graduate,No,Urban,Y,3813,0.0,116.0,180.0,1.0
356,LP002149,Male,Yes,2,Graduate,No,Rural,Y,8333,3167.0,165.0,360.0,1.0
357,LP002151,Male,Yes,1,Graduate,No,Urban,N,3875,0.0,67.0,360.0,1.0
358,LP002158,Male,Yes,0,Not Graduate,No,Urban,N,3000,1666.0,100.0,480.0,0.0
359,LP002160,Male,Yes,3+,Graduate,No,Semiurban,Y,5167,3167.0,200.0,360.0,1.0
360,LP002161,Female,No,1,Graduate,No,Semiurban,N,4723,0.0,81.0,360.0,1.0
361,LP002170,Male,Yes,2,Graduate,No,Semiurban,Y,5000,3667.0,236.0,360.0,1.0
362,LP002175,Male,Yes,0,Graduate,No,Urban,Y,4750,2333.0,130.0,360.0,1.0
363,LP002178,Male,Yes,0,Graduate,No,Urban,Y,3013,3033.0,95.0,300.0,0.8421985815602837
364,LP002180,Male,No,0,Graduate,Yes,Rural,Y,6822,0.0,141.0,360.0,1.0
365,LP002181,Male,No,0,Not Graduate,No,Rural,N,6216,0.0,133.0,360.0,1.0
366,LP002187,Male,No,0,Graduate,No,Semiurban,N,2500,0.0,96.0,480.0,1.0
367,LP002188,Male,No,0,Graduate,No,Rural,N,5124,0.0,124.0,342.0,0.0
368,LP002190,Male,Yes,1,Graduate,No,Semiurban,Y,6325,0.0,175.0,360.0,1.0
369,LP002191,Male,Yes,0,Graduate,No,Rural,N,19730,5266.0,570.0,360.0,1.0
370,LP002194,Female,No,0,Graduate,Yes,Semiurban,Y,15759,0.0,55.0,360.0,1.0
371,LP002197,Male,Yes,2,Graduate,No,Semiurban,Y,5185,0.0,155.0,360.0,1.0
372,LP002201,Male,Yes,2,Graduate,Yes,Rural,Y,9323,7873.0,380.0,300.0,1.0
373,LP002205,Male,No,1,Graduate,No,Urban,N,3062,1987.0,111.0,180.0,0.0
374,LP002209,Female,No,0,Graduate,No,Urban,Y,2764,1459.0,110.0,360.0,1.0
375,LP002211,Male,Yes,0,Graduate,No,Urban,Y,4817,923.0,120.0,180.0,1.0
376,LP002219,Male,Yes,3+,Graduate,No,Rural,Y,8750,4996.0,130.0,360.0,1.0
377,LP002223,Male,Yes,0,Graduate,No,Semiurban,Y,4310,0.0,130.0,360.0,0.8421985815602837
378,LP002224,Male,No,0,Graduate,No,Urban,N,3069,0.0,71.0,480.0,1.0
379,LP002225,Male,Yes,2,Graduate,No,Urban,Y,5391,0.0,130.0,360.0,1.0
380,LP002226,Male,Yes,0,Graduate,No,Semiurban,Y,3333,2500.0,128.0,360.0,1.0
381,LP002229,Male,No,0,Graduate,No,Semiurban,Y,5941,4232.0,296.0,360.0,1.0
382,LP002231,Female,No,0,Graduate,No,Urban,Y,6000,0.0,156.0,360.0,1.0
383,LP002234,Male,No,0,Graduate,Yes,Urban,Y,7167,0.0,128.0,360.0,1.0
384,LP002236,Male,Yes,2,Graduate,No,Urban,N,4566,0.0,100.0,360.0,1.0
385,LP002237,Male,No,1,Graduate,No,Urban,Y,3667,0.0,113.0,180.0,1.0
386,LP002239,Male,No,0,Not Graduate,No,Semiurban,Y,2346,1600.0,132.0,360.0,1.0
387,LP002243,Male,Yes,0,Not Graduate,No,Urban,N,3010,3136.0,146.41216216216216,360.0,0.0
388,LP002244,Male,Yes,0,Graduate,No,Urban,Y,2333,2417.0,136.0,360.0,1.0
389,LP002250,Male,Yes,0,Graduate,No,Rural,Y,5488,0.0,125.0,360.0,1.0
390,LP002255,Male,No,3+,Graduate,No,Rural,Y,9167,0.0,185.0,360.0,1.0
391,LP002262,Male,Yes,3+,Graduate,No,Rural,Y,9504,0.0,275.0,360.0,1.0
392,LP002263,Male,Yes,0,Graduate,No,Urban,Y,2583,2115.0,120.0,360.0,0.8421985815602837
393,LP002265,Male,Yes,2,Not Graduate,No,Semiurban,Y,1993,1625.0,113.0,180.0,1.0
394,LP002266,Male,Yes,2,Graduate,No,Urban,Y,3100,1400.0,113.0,360.0,1.0
395,LP002272,Male,Yes,2,Graduate,No,Semiurban,Y,3276,484.0,135.0,360.0,0.8421985815602837
396,LP002277,Female,No,0,Graduate,No,Urban,N,3180,0.0,71.0,360.0,0.0
397,LP002281,Male,Yes,0,Graduate,No,Urban,Y,3033,1459.0,95.0,360.0,1.0
398,LP002284,Male,No,0,Not Graduate,No,Rural,Y,3902,1666.0,109.0,360.0,1.0
399,LP002287,Female,No,0,Graduate,No,Semiurban,N,1500,1800.0,103.0,360.0,0.0
400,LP002288,Male,Yes,2,Not Graduate,No,Urban,N,2889,0.0,45.0,180.0,0.0
401,LP002296,Male,No,0,Not Graduate,No,Rural,N,2755,0.0,65.0,300.0,1.0
402,LP002297,Male,No,0,Graduate,No,Semiurban,Y,2500,20000.0,103.0,360.0,1.0
403,LP002300,Female,No,0,Not Graduate,No,Semiurban,Y,1963,0.0,53.0,360.0,1.0
404,LP002301,Female,No,0,Graduate,Yes,Rural,N,7441,0.0,194.0,360.0,1.0
405,LP002305,Female,No,0,Graduate,No,Semiurban,Y,4547,0.0,115.0,360.0,1.0
406,LP002308,Male,Yes,0,Not Graduate,No,Urban,Y,2167,2400.0,115.0,360.0,1.0
407,LP002314,Female,No,0,Not Graduate,No,Rural,Y,2213,0.0,66.0,360.0,1.0
408,LP002315,Male,Yes,1,Graduate,No,Semiurban,N,8300,0.0,152.0,300.0,0.0
409,LP002317,Male,Yes,3+,Graduate,No,Rural,N,81000,0.0,360.0,360.0,0.0
410,LP002318,Female,No,1,Not Graduate,Yes,Semiurban,N,3867,0.0,62.0,360.0,1.0
411,LP002319,Male,Yes,0,Graduate,No,Urban,Y,6256,0.0,160.0,360.0,0.8421985815602837
412,LP002328,Male,Yes,0,Not Graduate,No,Rural,N,6096,0.0,218.0,360.0,0.0
413,LP002332,Male,Yes,0,Not Graduate,No,Rural,Y,2253,2033.0,110.0,360.0,1.0
414,LP002335,Female,Yes,0,Not Graduate,No,Semiurban,N,2149,3237.0,178.0,360.0,0.0
415,LP002337,Female,No,0,Graduate,No,Urban,Y,2995,0.0,60.0,360.0,1.0
416,LP002341,Female,No,1,Graduate,No,Urban,N,2600,0.0,160.0,360.0,1.0
417,LP002342,Male,Yes,2,Graduate,Yes,Urban,N,1600,20000.0,239.0,360.0,1.0
418,LP002345,Male,Yes,0,Graduate,No,Rural,Y,1025,2773.0,112.0,360.0,1.0
419,LP002347,Male,Yes,0,Graduate,No,Semiurban,Y,3246,1417.0,138.0,360.0,1.0
420,LP002348,Male,Yes,0,Graduate,No,Rural,Y,5829,0.0,138.0,360.0,1.0
421,LP002357,Female,No,0,Not Graduate,No,Urban,N,2720,0.0,80.0,342.0,0.0
422,LP002361,Male,Yes,0,Graduate,No,Urban,Y,1820,1719.0,100.0,360.0,1.0
423,LP002362,Male,Yes,1,Graduate,No,Urban,N,7250,1667.0,110.0,342.0,0.0
424,LP002364,Male,Yes,0,Graduate,No,Semiurban,Y,14880,0.0,96.0,360.0,1.0
425,LP002366,Male,Yes,0,Graduate,No,Rural,Y,2666,4300.0,121.0,360.0,1.0
426,LP002367,Female,No,1,Not Graduate,No,Rural,N,4606,0.0,81.0,360.0,1.0
427,LP002368,Male,Yes,2,Graduate,No,Semiurban,Y,5935,0.0,133.0,360.0,1.0
428,LP002369,Male,Yes,0,Graduate,No,Rural,Y,2920,16.12000084,87.0,360.0,1.0
429,LP002370,Male,No,0,Not Graduate,No,Urban,Y,2717,0.0,60.0,180.0,1.0
430,LP002377,Female,No,1,Graduate,Yes,Semiurban,Y,8624,0.0,150.0,360.0,1.0
431,LP002379,Male,No,0,Graduate,No,Rural,N,6500,0.0,105.0,360.0,0.0
432,LP002386,Male,No,0,Graduate,No,Semiurban,Y,12876,0.0,405.0,360.0,1.0
433,LP002387,Male,Yes,0,Graduate,No,Semiurban,Y,2425,2340.0,143.0,360.0,1.0
434,LP002390,Male,No,0,Graduate,No,Urban,Y,3750,0.0,100.0,360.0,1.0
435,LP002393,Female,Yes,0,Graduate,No,Semiurban,Y,10047,0.0,146.41216216216216,240.0,1.0
436,LP002398,Male,No,0,Graduate,No,Semiurban,Y,1926,1851.0,50.0,360.0,1.0
437,LP002401,Male,Yes,0,Graduate,No,Urban,Y,2213,1125.0,146.41216216216216,360.0,1.0
438,LP002403,Male,No,0,Graduate,Yes,Urban,N,10416,0.0,187.0,360.0,0.0
439,LP002407,Female,Yes,0,Not Graduate,Yes,Rural,Y,7142,0.0,138.0,360.0,1.0
440,LP002408,Male,No,0,Graduate,No,Semiurban,Y,3660,5064.0,187.0,360.0,1.0
441,LP002409,Male,Yes,0,Graduate,No,Rural,Y,7901,1833.0,180.0,360.0,1.0
442,LP002418,Male,No,3+,Not Graduate,No,Semiurban,Y,4707,1993.0,148.0,360.0,1.0
443,LP002422,Male,No,1,Graduate,No,Semiurban,Y,37719,0.0,152.0,360.0,1.0
444,LP002424,Male,Yes,0,Graduate,No,Rural,Y,7333,8333.0,175.0,300.0,0.8421985815602837
445,LP002429,Male,Yes,1,Graduate,Yes,Rural,Y,3466,1210.0,130.0,360.0,1.0
446,LP002434,Male,Yes,2,Not Graduate,No,Rural,Y,4652,0.0,110.0,360.0,1.0
447,LP002435,Male,Yes,0,Graduate,No,Rural,N,3539,1376.0,55.0,360.0,1.0
448,LP002443,Male,Yes,2,Graduate,No,Rural,N,3340,1710.0,150.0,360.0,0.0
449,LP002444,Male,No,1,Not Graduate,Yes,Semiurban,N,2769,1542.0,190.0,360.0,0.8421985815602837
450,LP002446,Male,Yes,2,Not Graduate,No,Rural,N,2309,1255.0,125.0,360.0,0.0
451,LP002447,Male,Yes,2,Not Graduate,No,Urban,Y,1958,1456.0,60.0,300.0,0.8421985815602837
452,LP002448,Male,Yes,0,Graduate,No,Rural,N,3948,1733.0,149.0,360.0,0.0
453,LP002449,Male,Yes,0,Graduate,No,Rural,Y,2483,2466.0,90.0,180.0,0.0
454,LP002453,Male,No,0,Graduate,Yes,Semiurban,Y,7085,0.0,84.0,360.0,1.0
455,LP002455,Male,Yes,2,Graduate,No,Semiurban,Y,3859,0.0,96.0,360.0,1.0
456,LP002459,Male,Yes,0,Graduate,No,Urban,Y,4301,0.0,118.0,360.0,1.0
457,LP002467,Male,Yes,0,Graduate,No,Urban,N,3708,2569.0,173.0,360.0,1.0
458,LP002472,Male,No,2,Graduate,No,Rural,Y,4354,0.0,136.0,360.0,1.0
459,LP002473,Male,Yes,0,Graduate,No,Semiurban,N,8334,0.0,160.0,360.0,1.0
460,LP002478,Male,Yes,0,Graduate,Yes,Semiurban,Y,2083,4083.0,160.0,360.0,0.8421985815602837
461,LP002484,Male,Yes,3+,Graduate,No,Urban,Y,7740,0.0,128.0,180.0,1.0
462,LP002487,Male,Yes,0,Graduate,No,Rural,Y,3015,2188.0,153.0,360.0,1.0
463,LP002489,Female,No,1,Not Graduate,No,Semiurban,Y,5191,0.0,132.0,360.0,1.0
464,LP002493,Male,No,0,Graduate,No,Semiurban,N,4166,0.0,98.0,360.0,0.0
465,LP002494,Male,No,0,Graduate,No,Rural,Y,6000,0.0,140.0,360.0,1.0
466,LP002500,Male,Yes,3+,Not Graduate,No,Urban,N,2947,1664.0,70.0,180.0,0.0
467,LP002501,Male,Yes,0,Graduate,No,Semiurban,Y,16692,0.0,110.0,360.0,1.0
468,LP002502,Female,Yes,2,Not Graduate,No,Semiurban,Y,210,2917.0,98.0,360.0,1.0
469,LP002505,Male,Yes,0,Graduate,No,Urban,N,4333,2451.0,110.0,360.0,1.0
470,LP002515,Male,Yes,1,Graduate,Yes,Semiurban,Y,3450,2079.0,162.0,360.0,1.0
471,LP002517,Male,Yes,1,Not Graduate,No,Rural,N,2653,1500.0,113.0,180.0,0.0
472,LP002519,Male,Yes,3+,Graduate,No,Semiurban,Y,4691,0.0,100.0,360.0,1.0
473,LP002522,Female,No,0,Graduate,Yes,Urban,Y,2500,0.0,93.0,360.0,0.8421985815602837
474,LP002524,Male,No,2,Graduate,No,Rural,Y,5532,4648.0,162.0,360.0,1.0
475,LP002527,Male,Yes,2,Graduate,Yes,Rural,Y,16525,1014.0,150.0,360.0,1.0
476,LP002529,Male,Yes,2,Graduate,No,Semiurban,Y,6700,1750.0,230.0,300.0,1.0
477,LP002530,Male,Yes,2,Graduate,No,Semiurban,N,2873,1872.0,132.0,360.0,0.0
478,LP002531,Male,Yes,1,Graduate,Yes,Semiurban,Y,16667,2250.0,86.0,360.0,1.0
479,LP002533,Male,Yes,2,Graduate,No,Urban,N,2947,1603.0,146.41216216216216,360.0,1.0
480,LP002534,Female,No,0,Not Graduate,No,Rural,Y,4350,0.0,154.0,360.0,1.0
481,LP002536,Male,Yes,3+,Not Graduate,No,Rural,Y,3095,0.0,113.0,360.0,1.0
482,LP002537,Male,Yes,0,Graduate,No,Semiurban,Y,2083,3150.0,128.0,360.0,1.0
483,LP002541,Male,Yes,0,Graduate,No,Semiurban,Y,10833,0.0,234.0,360.0,1.0
484,LP002543,Male,Yes,2,Graduate,No,Semiurban,Y,8333,0.0,246.0,360.0,1.0
485,LP002544,Male,Yes,1,Not Graduate,No,Rural,Y,1958,2436.0,131.0,360.0,1.0
486,LP002545,Male,No,2,Graduate,No,Rural,N,3547,0.0,80.0,360.0,0.0
487,LP002547,Male,Yes,1,Graduate,No,Urban,N,18333,0.0,500.0,360.0,1.0
488,LP002555,Male,Yes,2,Graduate,Yes,Semiurban,Y,4583,2083.0,160.0,360.0,1.0
489,LP002556,Male,No,0,Graduate,No,Urban,N,2435,0.0,75.0,360.0,1.0
490,LP002560,Male,No,0,Not Graduate,No,Semiurban,Y,2699,2785.0,96.0,360.0,0.8421985815602837
491,LP002562,Male,Yes,1,Not Graduate,No,Urban,Y,5333,1131.0,186.0,360.0,0.8421985815602837
492,LP002571,Male,No,0,Not Graduate,No,Rural,Y,3691,0.0,110.0,360.0,1.0
493,LP002582,Female,No,0,Not Graduate,Yes,Semiurban,Y,17263,0.0,225.0,360.0,1.0
494,LP002585,Male,Yes,0,Graduate,No,Rural,N,3597,2157.0,119.0,360.0,0.0
495,LP002586,Female,Yes,1,Graduate,No,Semiurban,Y,3326,913.0,105.0,84.0,1.0
496,LP002587,Male,Yes,0,Not Graduate,No,Rural,Y,2600,1700.0,107.0,360.0,1.0
497,LP002588,Male,Yes,0,Graduate,No,Urban,Y,4625,2857.0,111.0,12.0,0.8421985815602837
498,LP002600,Male,Yes,1,Graduate,Yes,Semiurban,Y,2895,0.0,95.0,360.0,1.0
499,LP002602,Male,No,0,Graduate,No,Rural,N,6283,4416.0,209.0,360.0,0.0
500,LP002603,Female,No,0,Graduate,No,Rural,Y,645,3683.0,113.0,480.0,1.0
501,LP002606,Female,No,0,Graduate,No,Semiurban,Y,3159,0.0,100.0,360.0,1.0
502,LP002615,Male,Yes,2,Graduate,No,Semiurban,Y,4865,5624.0,208.0,360.0,1.0
503,LP002618,Male,Yes,1,Not Graduate,No,Rural,N,4050,5302.0,138.0,360.0,0.8421985815602837
504,LP002619,Male,Yes,0,Not Graduate,No,Semiurban,Y,3814,1483.0,124.0,300.0,1.0
505,LP002622,Male,Yes,2,Graduate,No,Rural,Y,3510,4416.0,243.0,360.0,1.0
506,LP002624,Male,Yes,0,Graduate,No,Urban,Y,20833,6667.0,480.0,360.0,0.8421985815602837
507,LP002625,Male,No,0,Graduate,No,Urban,N,3583,0.0,96.0,360.0,1.0
508,LP002626,Male,Yes,0,Graduate,Yes,Urban,Y,2479,3013.0,188.0,360.0,1.0
509,LP002634,Female,No,1,Graduate,No,Urban,Y,13262,0.0,40.0,360.0,1.0
510,LP002637,Male,No,0,Not Graduate,No,Rural,N,3598,1287.0,100.0,360.0,1.0
511,LP002640,Male,Yes,1,Graduate,No,Semiurban,Y,6065,2004.0,250.0,360.0,1.0
512,LP002643,Male,Yes,2,Graduate,No,Urban,Y,3283,2035.0,148.0,360.0,1.0
513,LP002648,Male,Yes,0,Graduate,No,Semiurban,N,2130,6666.0,70.0,180.0,1.0
514,LP002652,Male,No,0,Graduate,No,Rural,N,5815,3666.0,311.0,360.0,1.0
515,LP002659,Male,Yes,3+,Graduate,No,Rural,Y,3466,3428.0,150.0,360.0,1.0
516,LP002670,Female,Yes,2,Graduate,No,Semiurban,Y,2031,1632.0,113.0,480.0,1.0
517,LP002682,Male,Yes,0,Not Graduate,No,Semiurban,N,3074,1800.0,123.0,360.0,0.0
518,LP002683,Male,No,0,Graduate,No,Semiurban,N,4683,1915.0,185.0,360.0,1.0
519,LP002684,Female,No,0,Not Graduate,No,Rural,N,3400,0.0,95.0,360.0,1.0
520,LP002689,Male,Yes,2,Not Graduate,No,Semiurban,Y,2192,1742.0,45.0,360.0,1.0
521,LP002690,Male,No,0,Graduate,No,Semiurban,Y,2500,0.0,55.0,360.0,1.0
522,LP002692,Male,Yes,3+,Graduate,Yes,Rural,Y,5677,1424.0,100.0,360.0,1.0
523,LP002693,Male,Yes,2,Graduate,Yes,Rural,Y,7948,7166.0,480.0,360.0,1.0
524,LP002697,Male,No,0,Graduate,No,Semiurban,N,4680,2087.0,146.41216216216216,360.0,1.0
525,LP002699,Male,Yes,2,Graduate,Yes,Rural,Y,17500,0.0,400.0,360.0,1.0
526,LP002705,Male,Yes,0,Graduate,No,Semiurban,Y,3775,0.0,110.0,360.0,1.0
527,LP002706,Male,Yes,1,Not Graduate,No,Semiurban,Y,5285,1430.0,161.0,360.0,0.0
528,LP002714,Male,No,1,Not Graduate,No,Semiurban,Y,2679,1302.0,94.0,360.0,1.0
529,LP002716,Male,No,0,Not Graduate,No,Semiurban,Y,6783,0.0,130.0,360.0,1.0
530,LP002717,Male,Yes,0,Graduate,No,Rural,Y,1025,5500.0,216.0,360.0,0.8421985815602837
531,LP002720,Male,Yes,3+,Graduate,No,Urban,Y,4281,0.0,100.0,360.0,1.0
532,LP002723,Male,No,2,Graduate,No,Rural,N,3588,0.0,110.0,360.0,0.0
533,LP002729,Male,No,1,Graduate,No,Semiurban,N,11250,0.0,196.0,360.0,0.8421985815602837
534,LP002731,Female,No,0,Not Graduate,Yes,Urban,Y,18165,0.0,125.0,360.0,1.0
535,LP002732,Male,No,0,Not Graduate,No,Rural,Y,2550,2042.0,126.0,360.0,1.0
536,LP002734,Male,Yes,0,Graduate,No,Urban,Y,6133,3906.0,324.0,360.0,1.0
537,LP002738,Male,No,2,Graduate,No,Semiurban,Y,3617,0.0,107.0,360.0,1.0
538,LP002739,Male,Yes,0,Not Graduate,No,Rural,N,2917,536.0,66.0,360.0,1.0
539,LP002740,Male,Yes,3+,Graduate,No,Rural,Y,6417,0.0,157.0,180.0,1.0
540,LP002741,Female,Yes,1,Graduate,No,Semiurban,Y,4608,2845.0,140.0,180.0,1.0
541,LP002743,Female,No,0,Graduate,No,Semiurban,N,2138,0.0,99.0,360.0,0.0
542,LP002753,Female,No,1,Graduate,No,Semiurban,Y,3652,0.0,95.0,360.0,1.0
543,LP002755,Male,Yes,1,Not Graduate,No,Urban,Y,2239,2524.0,128.0,360.0,1.0
544,LP002757,Female,Yes,0,Not Graduate,No,Semiurban,Y,3017,663.0,102.0,360.0,0.8421985815602837
545,LP002767,Male,Yes,0,Graduate,No,Rural,Y,2768,1950.0,155.0,360.0,1.0
546,LP002768,Male,No,0,Not Graduate,No,Semiurban,N,3358,0.0,80.0,36.0,1.0
